artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
A Perfect Circle,Logged In,Kate,F,10,Harrell,246.04689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,374,The Outsider,200,2018-11-12 16:24:04.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
Terrorvision,Logged In,Kate,F,11,Harrell,160.54811999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540472624796,374,Glad All Over,200,2018-11-12 16:28:10.796,"""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",97
,Logged In,Jacob,M,0,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540558108796,294,,200,2018-11-12 16:37:23.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Sufjan Stevens,Logged In,Jacob,M,1,Klein,179.04281,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,All The Kings Horns,200,2018-11-12 16:39:44.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Pieces Of A Dream,Logged In,Jacob,M,2,Klein,315.79382999999996,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Ocean View,200,2018-11-12 16:42:43.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,3,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540558108796,294,,200,2018-11-12 16:45:16.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Alceu ValenÃÂ§a,Logged In,Jacob,M,4,Klein,177.21424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,No BalanÃÂ§o Da Canoa,200,2018-11-12 16:47:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
George Younce,Logged In,Jacob,M,5,Klein,191.68608,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,This Old House w/ When The Saints Medley,200,2018-11-12 16:50:55.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Miike Snow,Logged In,Jacob,M,6,Klein,385.35791,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Silvia,200,2018-11-12 16:54:06.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Vikki Carr,Logged In,Jacob,M,7,Klein,157.09995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Cross Your Heart,200,2018-11-12 17:00:31.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Jorgen Ingmann,Logged In,Jacob,M,8,Klein,157.23057,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Oh! (LP Version),200,2018-11-12 17:03:08.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
A.B. Quintanilla III Y Los Kumbia Kings,Logged In,Jacob,M,9,Klein,226.71627999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Pachuco,200,2018-11-12 17:05:45.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged Out,,,0,,,free,,PUT,Login,0,75,,307,2018-11-12 17:07:36.796,,0
,Logged In,Jayden,F,1,Duffy,,free,"Seattle-Tacoma-Bellevue, WA",GET,Home,1540146037796,75,,200,2018-11-12 17:07:47.796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",76
Fatboy Slim,Logged In,Jayden,F,2,Duffy,192.9922,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1540146037796,75,Illuminati,200,2018-11-12 17:07:47.796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",76
Justin Bieber,Logged In,Jacob,M,10,Klein,214.67382999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,One Time,200,2018-11-12 17:09:31.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Metallica,Logged In,Jacob,M,11,Klein,515.2126099999999,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Master Of Puppets,200,2018-11-12 17:13:05.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Freddie Mercury,Logged In,Jacob,M,12,Klein,219.29751000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,I Was Born To Love You (2000 Digital Remaster),200,2018-11-12 17:21:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Angus & Julia Stone,Logged In,Maia,F,0,Burke,262.42567,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1540676534796,502,Jewels And Gold,200,2018-11-12 17:24:43.796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",51
Max Richter,Logged In,Jacob,M,13,Klein,78.47138000000001,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Vladimir's Blues,200,2018-11-12 17:25:19.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Angie Stone,Logged In,Jacob,M,14,Klein,269.37424,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Wish I Didn't Miss You,200,2018-11-12 17:26:37.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Small Black,Logged In,Jacob,M,15,Klein,237.89668999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Weird Machines,200,2018-11-12 17:31:06.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Collective Soul,Logged In,Jacob,M,16,Klein,218.40934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Why Pt. 2,200,2018-11-12 17:35:03.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Feist,Logged In,Jacob,M,17,Klein,295.54893,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,My moon my man (Grizzy Bear Remix),200,2018-11-12 17:38:41.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Chloe,F,0,Roth,,free,"Indianapolis-Carmel-Anderson, IN",GET,Home,1540699429796,507,,200,2018-11-12 17:39:24.796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
Taylor Swift,Logged In,Chloe,F,1,Roth,233.89995,free,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1540699429796,507,Love Story,200,2018-11-12 17:39:42.796,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0,78
,Logged In,Lily,F,0,Burns,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540621059796,505,,200,2018-11-12 17:41:23.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Louis Smith,Logged In,Lily,F,1,Burns,518.81751,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796,505,South Side (Digitally Remastered),200,2018-11-12 17:41:35.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Britney Spears,Logged In,Jacob,M,18,Klein,198.97423999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Toxic,200,2018-11-12 17:43:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nelly / Jaheim,Logged In,Jacob,M,19,Klein,336.56118,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,My Place,200,2018-11-12 17:46:54.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Sisqo,Logged In,Lily,F,2,Burns,253.49178999999998,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796,505,Thong Song,200,2018-11-12 17:50:13.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
MÃÂºm,Logged In,Jacob,M,20,Klein,175.59465,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Faraway Swimming Pool,200,2018-11-12 17:52:30.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Cass McCombs,Logged In,Jacob,M,21,Klein,234.13506,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Deseret,200,2018-11-12 17:55:25.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
The Poets Of Rhythm,Logged In,Jacob,M,22,Klein,252.05506,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,More Mess On My Thing,200,2018-11-12 17:59:19.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Lynyrd Skynyrd,Logged In,Jacob,M,23,Klein,233.29914,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,The Needle And The Spoon,200,2018-11-12 18:03:31.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Bronson,M,0,Harris,,free,"Eugene, OR",GET,Home,1540906915796,399,,200,2018-11-12 18:05:24.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Radiohead,Logged In,Jacob,M,24,Klein,235.7024,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Creep (Explicit),200,2018-11-12 18:07:24.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Train,Logged In,Bronson,M,1,Harris,239.04608,free,"Eugene, OR",PUT,NextSong,1540906915796,399,If It's Love,200,2018-11-12 18:07:25.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Incubus,Logged In,Jacob,M,25,Klein,232.46322,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Drive,200,2018-11-12 18:11:19.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Bronson,M,2,Harris,,free,"Eugene, OR",GET,Error,1540906915796,399,,404,2018-11-12 18:12:43.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Rilo Kiley,Logged In,Jacob,M,26,Klein,270.99383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,I Never (Album Version),200,2018-11-12 18:15:11.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nick Drake,Logged In,Jacob,M,27,Klein,224.36526,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Northern Sky,200,2018-11-12 18:19:41.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Evangelicals,Logged In,Jacob,M,28,Klein,264.48933999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Skeleton Man,200,2018-11-12 18:23:25.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nouvelle Vague,Logged In,Jacob,M,29,Klein,300.30322,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Say Hello Wave Goodbye,200,2018-11-12 18:27:49.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Nena Daconte,Logged In,Jacob,M,30,Klein,140.64281,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,En Que Estrella Estara,200,2018-11-12 18:32:49.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
The Airborne Toxic Event,Logged In,Jacob,M,31,Klein,303.56853,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Sometime Around Midnight,200,2018-11-12 18:35:09.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Amy Winehouse,Logged In,Jacob,M,32,Klein,191.84281000000001,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Just Friends,200,2018-11-12 18:40:12.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
La Bouche,Logged In,Jacob,M,33,Klein,240.79627999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Be My Lover,200,2018-11-12 18:43:23.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,34,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Settings,1540558108796,294,,200,2018-11-12 18:43:38.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Chris Cornell,Logged In,Jacob,M,35,Klein,240.09097999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,You Know My Name,200,2018-11-12 18:47:23.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,36,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540558108796,294,,200,2018-11-12 18:48:26.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Wet Wet Wet,Logged In,Jacob,M,37,Klein,237.71382999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Love Is All Around,200,2018-11-12 18:51:23.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Postal Service,Logged In,Jacob,M,38,Klein,226.61178999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Nothing Better (Album),200,2018-11-12 18:55:20.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Jedi Mind Tricks,Logged In,Jacob,M,39,Klein,232.88117999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Suicide,200,2018-11-12 18:59:06.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Kevin,M,0,Arellano,,free,"Harrisburg-Carlisle, PA",GET,Home,1540006905796,501,,200,2018-11-12 19:02:30.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Eve 6,Logged In,Kevin,M,1,Arellano,249.83465,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796,501,Here's To The Night,200,2018-11-12 19:02:37.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Polly Paulusma,Logged In,Jacob,M,40,Klein,222.9024,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Give It Back,200,2018-11-12 19:02:58.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Touche Amore,Logged In,Jacob,M,41,Klein,136.95955,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Changing Lanes,200,2018-11-12 19:06:40.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Five Iron Frenzy,Logged In,Kevin,M,2,Arellano,236.09423999999999,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796,501,Canada,200,2018-11-12 19:06:46.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
The Letter Black,Logged In,Jacob,M,42,Klein,26.931790000000003,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Hanging On By A Thread,200,2018-11-12 19:08:56.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Dido,Logged In,Jacob,M,43,Klein,217.83465,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Thank You,200,2018-11-12 19:09:22.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Evanescence,Logged In,Kevin,M,3,Arellano,263.78404,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540006905796,501,My Immortal (Album Version),200,2018-11-12 19:10:42.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",66
Basshunter Feat. DJ Mental Theos Bazzheadz,Logged In,Jacob,M,44,Klein,152.65913999999998,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Now You're Gone,200,2018-11-12 19:12:59.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Cut Copy,Logged In,Jacob,M,45,Klein,71.49669,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Visions,200,2018-11-12 19:15:31.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Kelly Clarkson,Logged In,Jacob,M,46,Klein,281.5473,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Already Gone,200,2018-11-12 19:16:42.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,47,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Settings,1540558108796,294,,200,2018-11-12 19:17:33.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Craig's Brother,Logged In,Jacob,M,48,Klein,175.09832,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Set Free,200,2018-11-12 19:21:23.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,49,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Settings,1540558108796,294,,200,2018-11-12 19:21:37.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Avenged Sevenfold,Logged In,Jacob,M,50,Klein,333.13914,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Seize The Day (Album Version),200,2018-11-12 19:24:18.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Theodore,M,0,Harris,,free,"Red Bluff, CA",GET,Home,1541097374796,478,,200,2018-11-12 19:28:40.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
The Chi-Lites,Logged In,Jacob,M,51,Klein,180.87138000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Oh Girl,200,2018-11-12 19:29:51.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Stephane Pompougnac,Logged In,Theodore,M,1,Harris,241.10975,free,"Red Bluff, CA",PUT,NextSong,1541097374796,478,Ghosts and Roses,200,2018-11-12 19:31:48.796,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,14
Train,Logged In,Jacob,M,52,Klein,205.45261000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Marry Me,200,2018-11-12 19:32:51.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Bronson,M,0,Harris,,free,"Eugene, OR",GET,Home,1540906915796,513,,200,2018-11-12 19:34:54.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",33
Gojira,Logged In,Jacob,M,53,Klein,260.20526,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Love,200,2018-11-12 19:36:16.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Metallica,Logged In,Jacob,M,54,Klein,267.96362999999997,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Until It Sleeps,200,2018-11-12 19:40:36.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Gary Wright with Dorian Wright,Logged In,Jacob,M,55,Klein,237.7922,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Love is Alive (Re-Record),200,2018-11-12 19:45:03.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Flipsyde,Logged In,Lily,F,0,Burns,201.87383,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796,512,Get Ready,200,2018-11-12 19:46:03.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
Train,Logged In,Jacob,M,56,Klein,205.45261000000002,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796,294,Marry Me,200,2018-11-12 19:49:00.796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Ray Davies,Logged In,Lily,F,1,Burns,285.3873,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540621059796,512,The Tourist,200,2018-11-12 19:49:24.796,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",32
