"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId","ts"
"Kid Cudi / Kanye West / Common","Layla","F","112","Griffin","237.76608","paid","Lake Havasu City-Kingman, AZ","984","Make Her Say","24","1.54346E+12"
"Nekromantix","Layla","F","113","Griffin","263.10485","paid","Lake Havasu City-Kingman, AZ","984","Nice Day For A Resurrection","24","1.54346E+12"
"J. Karjalainen & Mustat Lasit","Layla","F","115","Griffin","336.74404","paid","Lake Havasu City-Kingman, AZ","984","Sinisten tÃÂ¤htien alla","24","1.54346E+12"
"Matt Wertz","Layla","F","116","Griffin","171.17995","paid","Lake Havasu City-Kingman, AZ","984","Wade Through The Night","24","1.54346E+12"
"Insane Clown Posse","Layla","F","117","Griffin","233.82159","paid","Lake Havasu City-Kingman, AZ","984","My Axe","24","1.54346E+12"
"Thin Lizzy","Kaleb","M","0","Cook","214.59546","free","Yuba City, CA","951","It's Only Money","54","1.54346E+12"
"Crystal Castles","Kaleb","M","1","Cook","186.38322","free","Yuba City, CA","951","Untrust us","54","1.54346E+12"
"The Prodigy","Kaleb","M","2","Cook","302.602","free","Yuba City, CA","951","Full Throttle","54","1.54346E+12"
"Kid Cudi / Kanye West / Common","Kaleb","M","3","Cook","237.76608","free","Yuba City, CA","951","Make Her Say","54","1.54346E+12"
"Kim Carnes","Kaleb","M","4","Cook","217.28608","free","Yuba City, CA","951","Crazy In The Night (Barking At Airplanes)","54","1.54346E+12"
"The Velvet Underground","Lily","F","0","Burns","165.95546","free","New York-Newark-Jersey City, NY-NJ-PA","1045","White Light/White Heat","32","1.54346E+12"
"Katie Melua","Lily","F","1","Burns","218.09587","free","New York-Newark-Jersey City, NY-NJ-PA","1045","I Cried For You","32","1.54346E+12"
"Cedell Davis","Alivia","F","0","Terrell","178.36363","free","Parkersburg-Vienna, WV","587","Chicken Hawk","4","1.54346E+12"
"Frou Frou","Theodore","M","1","Smith","277.34159","free","Houston-The Woodlands-Sugar Land, TX","990","Breathe In","52","1.54347E+12"
"Justin Timberlake","Theodore","M","2","Smith","313.0771","free","Houston-The Woodlands-Sugar Land, TX","990","What Goes Around...Comes Around","52","1.54347E+12"
"Michael BublÃÂ©","Theodore","M","0","Harris","253.88363","free","Red Bluff, CA","1038","Moondance (Album Version)","14","1.54347E+12"
"Bill Withers","Theodore","M","1","Harris","383.73832","free","Red Bluff, CA","1038","Make Love To Your Mind","14","1.54347E+12"
"Cut Copy","Jordyn","F","0","Powell","267.54567","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","865","Feel The Love","98","1.54348E+12"
"School Of Seven Bells","Jordyn","F","1","Powell","176.97914","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","865","s.Ada.Licht","98","1.54348E+12"
"Rick Ross / T-Pain","Jayden","M","0","Fox","225.69751","free","New Orleans-Metairie, LA","1016","The Boss","101","1.54349E+12"
"Keri Hilson / Lil Wayne","Jayden","M","1","Fox","247.77098","free","New Orleans-Metairie, LA","1016","Turnin Me On","101","1.54349E+12"
"Cute Is What We Aim For","Chloe","F","0","Roth","222.22322","free","Indianapolis-Carmel-Anderson, IN","931","Risque (Album Version)","78","1.54349E+12"
"Los AutÃÂ©nticos Decadentes","Jayden","M","2","Fox","218.48771","free","New Orleans-Metairie, LA","1016","La Guitarra","101","1.54349E+12"
"June Carter Cash;Johnny Cash","Jayden","M","3","Fox","180.21832","free","New Orleans-Metairie, LA","1016","If I Were A Carpenter","101","1.54349E+12"
"I Set My Friends On Fire","Sylvie","F","0","Cruz","206.39302","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","1005","But The NUNS Are Watching","10","1.54349E+12"
"King Cobb Steelie","Theodore","M","0","Smith","373.7073","free","Houston-The Woodlands-Sugar Land, TX","1055","Starvo","52","1.5435E+12"
"David Bowie","Chloe","F","0","Cuevas","174.41914","paid","San Francisco-Oakland-Hayward, CA","1041","Sorrow (1997 Digital Remaster)","49","1.5435E+12"
"J Dilla","Chloe","F","1","Cuevas","232.46322","paid","San Francisco-Oakland-Hayward, CA","1041","Won't Do","49","1.5435E+12"
"Hot Hot Heat","Chloe","F","2","Cuevas","295.02649","paid","San Francisco-Oakland-Hayward, CA","1041","In Cairo","49","1.5435E+12"
"Norther","Chloe","F","3","Cuevas","236.85179","paid","San Francisco-Oakland-Hayward, CA","1041","We Rock","49","1.5435E+12"
"Postal Service","Chloe","F","4","Cuevas","226.61179","paid","San Francisco-Oakland-Hayward, CA","1041","Nothing Better (Album)","49","1.5435E+12"
"311","Chloe","F","5","Cuevas","264.56771","paid","San Francisco-Oakland-Hayward, CA","1041","Something Out Of Nothing","49","1.5435E+12"
"Jonas Brothers","Chloe","F","6","Cuevas","249.67791","paid","San Francisco-Oakland-Hayward, CA","1041","When You Look Me In The Eyes","49","1.5435E+12"
"Platero Y Tu","Chloe","F","7","Cuevas","368.29995","paid","San Francisco-Oakland-Hayward, CA","1041","Cantalojas","49","1.5435E+12"
"Martina McBride","Chloe","F","8","Cuevas","193.802","paid","San Francisco-Oakland-Hayward, CA","1041","In My Daughter's Eyes","49","1.5435E+12"
"Ben Folds Five","Chloe","F","9","Cuevas","292.23138","paid","San Francisco-Oakland-Hayward, CA","1041","Smoke","49","1.5435E+12"
"Seine","Chloe","F","10","Cuevas","173.66159","paid","San Francisco-Oakland-Hayward, CA","1041","So far so long","49","1.5435E+12"
"Shinedown","Chloe","F","11","Cuevas","258.97751","paid","San Francisco-Oakland-Hayward, CA","1041","What A Shame (Album Version)","49","1.5435E+12"
"Iva","Chloe","F","12","Cuevas","205.322","paid","San Francisco-Oakland-Hayward, CA","1041","Vanity Case (nouvelle version)","49","1.5435E+12"
"Cathy Davey","Chloe","F","13","Cuevas","273.52771","paid","San Francisco-Oakland-Hayward, CA","1041","Hammerhead (Explicit)","49","1.5435E+12"
"Jorge Reyes Valencia","Chloe","F","14","Cuevas","127.81669","paid","San Francisco-Oakland-Hayward, CA","1041","Hekura","49","1.5435E+12"
"Sonic Youth","Chloe","F","15","Cuevas","299.10159","paid","San Francisco-Oakland-Hayward, CA","1041","Candle","49","1.5435E+12"
"John Mayer","Chloe","F","16","Cuevas","241.99791","paid","San Francisco-Oakland-Hayward, CA","1041","Slow Dancing In A Burning Room","49","1.5435E+12"
"Jason Mraz","Rylan","M","2","George","235.49342","paid","Birmingham-Hoover, AL","983","Geek In The Pink (Album Version)","16","1.5435E+12"
"Daft Punk","Chloe","F","17","Cuevas","283.19302","paid","San Francisco-Oakland-Hayward, CA","1041","Technologic","49","1.5435E+12"
"Flyleaf","Rylan","M","3","George","184.89424","paid","Birmingham-Hoover, AL","983","Again","16","1.5435E+12"
"Flight Of The Conchords","Lily","F","0","Burns","206.8371","free","New York-Newark-Jersey City, NY-NJ-PA","1058","Carol Brown","32","1.5435E+12"
"Tub Ring","Chloe","F","18","Cuevas","233.69098","paid","San Francisco-Oakland-Hayward, CA","1041","Invalid","49","1.5435E+12"
"Aesop Rock","Ryan","M","1","Smith","266.16118","free","San Jose-Sunnyvale-Santa Clara, CA","1046","Daylight","26","1.5435E+12"
"Two Door Cinema Club","Rylan","M","4","George","168.09751","paid","Birmingham-Hoover, AL","983","Undercover Martyn","16","1.5435E+12"
"Leftover Crack","Lily","F","1","Burns","254.98077","free","New York-Newark-Jersey City, NY-NJ-PA","1058","Clear Channel (Fuck Off!)","32","1.5435E+12"
"Tiny Vipers","Chloe","F","19","Cuevas","210.23302","paid","San Francisco-Oakland-Hayward, CA","1041","They Might Follow You","49","1.5435E+12"
"Miley Cyrus","Rylan","M","5","George","236.85179","paid","Birmingham-Hoover, AL","983","The Climb","16","1.5435E+12"
"Foolish Things","Ryan","M","2","Smith","266.86649","free","San Jose-Sunnyvale-Santa Clara, CA","1046","Who Can Compare","26","1.5435E+12"
"Justin Bieber","Chloe","F","20","Cuevas","220.89098","paid","San Francisco-Oakland-Hayward, CA","1041","Somebody To Love","49","1.5435E+12"
"Jarabe De Palo","Rylan","M","6","George","283.14077","paid","Birmingham-Hoover, AL","983","Tiempo","16","1.5435E+12"
"Kings Of Leon","James","M","0","Martin","238.8371","free","Dallas-Fort Worth-Arlington, TX","761","Happy Alone","79","1.5435E+12"
"Clarence Carter","Ryan","M","3","Smith","161.4624","free","San Jose-Sunnyvale-Santa Clara, CA","1046","I Smell A Rat (LP Version)","26","1.5435E+12"
"Purple Ribbon All-Stars feat. Big Boi","Chloe","F","21","Cuevas","242.83383","paid","San Francisco-Oakland-Hayward, CA","1041","Kryptonite (Radio Edit) (feat. Big Boi)","49","1.5435E+12"
"Hannah Montana","Rylan","M","7","George","202.03057","paid","Birmingham-Hoover, AL","983","Old Blue Jeans","16","1.54351E+12"
"Iyaz","Chloe","F","22","Cuevas","181.9424","paid","San Francisco-Oakland-Hayward, CA","1041","Replay","49","1.54351E+12"
"Plastilina Mosh","Ryan","M","8","Smith","236.56444","free","San Jose-Sunnyvale-Santa Clara, CA","1046","Aquamosh","26","1.54351E+12"
"Common","Rylan","M","8","George","144.16934","paid","Birmingham-Hoover, AL","983","Be (Intro)","16","1.54351E+12"
"Chris Brown","Chloe","F","23","Cuevas","275.1473","paid","San Francisco-Oakland-Hayward, CA","1041","I May Never Find","49","1.54351E+12"
"iio","Rylan","M","9","George","217.80853","paid","Birmingham-Hoover, AL","983","Runaway (Original)","16","1.54351E+12"
"Eric B. & Rakim","Ryan","M","9","Smith","224.23465","free","San Jose-Sunnyvale-Santa Clara, CA","1046","Eric B. Is On The Cut","26","1.54351E+12"
"Carla Thomas","Rylan","M","10","George","174.62812","paid","Birmingham-Hoover, AL","983","A Woman's Love   (LP Version)","16","1.54351E+12"
"Five Finger Death Punch","Chloe","F","24","Cuevas","180.32281","paid","San Francisco-Oakland-Hayward, CA","1041","Falling in Hate","49","1.54351E+12"
"Sting","Rylan","M","11","George","285.93587","paid","Birmingham-Hoover, AL","983","Desert Rose","16","1.54351E+12"
"Chiodos","Chloe","F","25","Cuevas","143.20281","paid","San Francisco-Oakland-Hayward, CA","1041","If I Cut My Hair_ Hawaii Will Sink (Album Version)","49","1.54351E+12"
"Dion & The Belmonts","Chloe","F","26","Cuevas","138.65751","paid","San Francisco-Oakland-Hayward, CA","1041","I Wonder Why","49","1.54351E+12"
"T.I.","Rylan","M","12","George","261.98159","paid","Birmingham-Hoover, AL","983","Prayin For Help (Amended Album Version)","16","1.54351E+12"
"The Black Keys","Chloe","F","27","Cuevas","224.49587","paid","San Francisco-Oakland-Hayward, CA","1041","Sinister Kid","49","1.54351E+12"
"Bon Iver","Rylan","M","13","George","218.98404","paid","Birmingham-Hoover, AL","983","Flume","16","1.54351E+12"
"OneRepublic","Chloe","F","28","Cuevas","237.97506","paid","San Francisco-Oakland-Hayward, CA","1041","All The Right Moves","49","1.54351E+12"
"Cameo","Rylan","M","14","George","263.52281","paid","Birmingham-Hoover, AL","983","Word Up","16","1.54351E+12"
"Mos Def / Slick Rick","Chloe","F","29","Cuevas","274.442","paid","San Francisco-Oakland-Hayward, CA","1041","Auditorium","49","1.54351E+12"
"HAMMERFALL","Rylan","M","15","George","236.01587","paid","Birmingham-Hoover, AL","983","Hallowed Be My Name","16","1.54351E+12"
"Plies","Chloe","F","30","Cuevas","223.65995","paid","San Francisco-Oakland-Hayward, CA","1041","I Am The Club (Explicit Album Version)","49","1.54351E+12"
"Slaid Cleaves","Rylan","M","16","George","198.76526","paid","Birmingham-Hoover, AL","983","Hearts Break","16","1.54351E+12"
"Todd Barry","Chloe","F","31","Cuevas","126.82404","paid","San Francisco-Oakland-Hayward, CA","1041","Sugar Ray (LP Version)","49","1.54351E+12"
"Taylor Swift","Chloe","F","32","Cuevas","245.36771","paid","San Francisco-Oakland-Hayward, CA","1041","The Way I Loved You","49","1.54351E+12"
"Minnie Riperton","Rylan","M","17","George","287.79057","paid","Birmingham-Hoover, AL","983","Inside My Love","16","1.54351E+12"
"Flying Lotus","Chloe","F","33","Cuevas","181.52444","paid","San Francisco-Oakland-Hayward, CA","1041","Comet Course","49","1.54351E+12"
"Muse","Rylan","M","18","George","211.12118","paid","Birmingham-Hoover, AL","983","Can't Take My Eyes Off You","16","1.54351E+12"
"Edenbridge","Chloe","F","34","Cuevas","137.69098","paid","San Francisco-Oakland-Hayward, CA","1041","Elsewhere","49","1.54351E+12"
"Frank Ifield","Rylan","M","19","George","138.23955","paid","Birmingham-Hoover, AL","983","Hong Kong Blues","16","1.54351E+12"
"Dwight Yoakam","Chloe","F","35","Cuevas","239.3073","paid","San Francisco-Oakland-Hayward, CA","1041","You're The One","49","1.54351E+12"
"Jay-Z","Rylan","M","20","George","245.68118","paid","Birmingham-Hoover, AL","983","Threat","16","1.54351E+12"
"Angels and Airwaves","Chloe","F","36","Cuevas","302.05342","paid","San Francisco-Oakland-Hayward, CA","1041","The Gift","49","1.54351E+12"
"Stone Sour","Rylan","M","21","George","236.77342","paid","Birmingham-Hoover, AL","983","Idle Hands (Album Version)","16","1.54351E+12"
"Dwight Yoakam","Chloe","F","37","Cuevas","239.3073","paid","San Francisco-Oakland-Hayward, CA","1041","You're The One","49","1.54351E+12"
"The Airborne Toxic Event","Rylan","M","22","George","237.13914","paid","Birmingham-Hoover, AL","983","Wishing Well","16","1.54351E+12"
"3 Doors Down","Chloe","F","38","Cuevas","237.13914","paid","San Francisco-Oakland-Hayward, CA","1041","Here Without You","49","1.54351E+12"
"Hazmat Modine","Rylan","M","23","George","285.02159","paid","Birmingham-Hoover, AL","983","Dry Spell","16","1.54351E+12"
"OneRepublic","Chloe","F","39","Cuevas","224.67873","paid","San Francisco-Oakland-Hayward, CA","1041","Secrets","49","1.54351E+12"
"Liz Phair","Rylan","M","24","George","187.34975","paid","Birmingham-Hoover, AL","983","Fuck and Run","16","1.54351E+12"
"Nickelback","Chloe","F","40","Cuevas","238.18404","paid","San Francisco-Oakland-Hayward, CA","1041","Far Away (Album Version)","49","1.54351E+12"
"Massive Attack","Rylan","M","25","George","326.60853","paid","Birmingham-Hoover, AL","983","Girl I Love You","16","1.54351E+12"
"Madonna","Chloe","F","41","Cuevas","266.89261","paid","San Francisco-Oakland-Hayward, CA","1041","Beat Goes On [Featuring Kanye West] (Album Version)","49","1.54351E+12"
"Sick Puppies","Rylan","M","26","George","227.83955","paid","Birmingham-Hoover, AL","983","Don't Walk Away","16","1.54351E+12"
"Pixies","Chloe","F","42","Cuevas","184.2673","paid","San Francisco-Oakland-Hayward, CA","1041","Bone Machine","49","1.54351E+12"
"Andres Calamaro","Rylan","M","27","George","65.88036","paid","Birmingham-Hoover, AL","983","Mi Marfil","16","1.54351E+12"
"Aesop Rock","Chloe","F","43","Cuevas","245.65506","paid","San Francisco-Oakland-Hayward, CA","1041","None Shall Pass (Main)","49","1.54351E+12"
"The Subways","Rylan","M","28","George","182.17751","paid","Birmingham-Hoover, AL","983","With You","16","1.54351E+12"
"Enya","Rylan","M","29","George","179.90485","paid","Birmingham-Hoover, AL","983","To Go Beyond (II)","16","1.54351E+12"
"P!nk","Chloe","F","44","Cuevas","227.02975","paid","San Francisco-Oakland-Hayward, CA","1041","Glitter In The Air","49","1.54351E+12"
"JosÃÂ© Gonzalez","Rylan","M","30","George","158.48444","paid","Birmingham-Hoover, AL","983","Heartbeats","16","1.54351E+12"
"Passion","Avery","F","1","Martinez","405.10649","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Better Is One Day (Stereo Trax)","82","1.54351E+12"
"The Cat Empire","Chloe","F","45","Cuevas","316.65587","paid","San Francisco-Oakland-Hayward, CA","1041","Two Shoes","49","1.54351E+12"
"Mariah Carey","Rylan","M","31","George","246.09914","paid","Birmingham-Hoover, AL","983","Someday","16","1.54351E+12"
"Restiform Bodies","Rylan","M","32","George","229.14567","paid","Birmingham-Hoover, AL","983","Interactive Halloween Bear","16","1.54351E+12"
"Alice Deejay","Avery","F","2","Martinez","216.5024","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Better Off Alone","82","1.54351E+12"
"Interpol","Chloe","F","46","Cuevas","200.202","paid","San Francisco-Oakland-Hayward, CA","1041","Next Evil","49","1.54351E+12"
"Usher featuring will.i.am","Aleena","F","0","Kirby","395.72853","paid","Waterloo-Cedar Falls, IA","1003","OMG","44","1.54351E+12"
"Lupe Fiasco feat. Matthew Santos","Chloe","F","47","Cuevas","213.34159","paid","San Francisco-Oakland-Hayward, CA","1041","Fighters (feat. Matthew Santos) (Amended Album Version)","49","1.54351E+12"
"Los AutÃÂ©nticos Decadentes","Avery","F","3","Martinez","218.48771","paid","Atlanta-Sandy Springs-Roswell, GA","1017","La Guitarra","82","1.54351E+12"
"Brand New Disaster","Rylan","M","33","George","190.82404","paid","Birmingham-Hoover, AL","983","At Least It's Raining","16","1.54351E+12"
"Shinedown","Rylan","M","34","George","229.43302","paid","Birmingham-Hoover, AL","983","Breaking Inside (Album Version)","16","1.54351E+12"
"Cocorosie","Chloe","F","48","Cuevas","232.17587","paid","San Francisco-Oakland-Hayward, CA","1041","The Moon Asked The Crow","49","1.54351E+12"
"LegiÃÂ£o Urbana","Avery","F","4","Martinez","307.3824","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Pais E Filhos","82","1.54351E+12"
"Cameo","Aleena","F","1","Kirby","211.98322","paid","Waterloo-Cedar Falls, IA","1003","Word Up!","44","1.54351E+12"
"Atmosphere","Rylan","M","35","George","244.61016","paid","Birmingham-Hoover, AL","983","Dreamer","16","1.54351E+12"
"Matthew Good","Aleena","F","4","Kirby","319.16363","paid","Waterloo-Cedar Falls, IA","1003","Born Losers","44","1.54351E+12"
"The Avett Brothers","Chloe","F","49","Cuevas","227.99628","paid","San Francisco-Oakland-Hayward, CA","1041","January Wedding","49","1.54351E+12"
"James Newton Howard","Alivia","F","0","Terrell","141.5571","free","Parkersburg-Vienna, WV","1054","I'm Sorry","4","1.54351E+12"
"Lily Allen","Avery","F","5","Martinez","206.65424","paid","Atlanta-Sandy Springs-Roswell, GA","1017","The Fear","82","1.54351E+12"
"Kings Of Leon","Chloe","F","50","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","1041","Revelry","49","1.54351E+12"
"Eric B. & Rakim","Rylan","M","36","George","281.86077","paid","Birmingham-Hoover, AL","983","I Know You Got Soul","16","1.54351E+12"
"Eminem","Avery","F","6","Martinez","248.2673","paid","Atlanta-Sandy Springs-Roswell, GA","1017","Hello","82","1.54351E+12"
"David Gray","Chloe","F","51","Cuevas","217.33832","paid","San Francisco-Oakland-Hayward, CA","1041","Stella The Artist","49","1.54351E+12"
"Sade","Rylan","M","37","George","278.46485","paid","Birmingham-Hoover, AL","983","The Sweetest Taboo","16","1.54351E+12"
